Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes,IMDB Rating Scaled
It Follows,2014,96,106.229,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary","After carefree teenager Jay (Maika Monroe) sleeps with her new boyfriend, Hugh (Jake Weary), for the first time, she learns...",23236296.0,Horror,68.0,83.0,100.0,233349.0,680.0
Let the Right One In,2008,98,105.217,Tomas Alfredson,"Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl","When Oskar (Kåre Hedebrant), a sensitive, bullied 12-year-old boy living with his mother in suburban Sweden, meets his new neighbor,...",69679794.5,Drama,79.0,82.0,114.0,214634.0,790.0
Hereditary,2018,89,112.892,Ari Aster,"Toni Collette, Gabriel Byrne, Alex Wolff, Ann Dowd","When the matriarch of the Graham family passes away, her daughter and grandchildren begin to unravel cryptic and increasingly terrifying...",81263489.0,Drama,73.0,87.0,127.0,292399.0,730.0
Vampyr,1932,97,97.756,Carl Theodor Dreyer,"Julian West, Henriette Gérard, Jan Hieronimko, Maurice Schutz","After Allan Gray (Julian West) rents a room near Courtempierre in France, strange events unfold: An elderly man leaves a...",69679794.5,Horror,74.0,70.0,75.0,17876.0,740.0
The Lighthouse,2019,90,113.46,Robert Eggers,"Robert Pattinson, Willem Dafoe, Valeriia Karaman, Logan Hawkes",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the...,18317198.0,Drama,74.0,83.0,109.0,201046.0,740.0
Frankenstein,1931,100,106.381,James Whale,"Boris Karloff, Colin Clive, Mae Clarke, John Boles",This iconic horror film follows the obsessed scientist Dr. Henry Frankenstein (Colin Clive) as he attempts to create life by...,112006296.0,Drama,78.0,91.0,70.0,71102.0,780.0
The Babadook,2014,98,107.13,Jennifer Kent,"Essie Davis, Daniel Henshall, Noah Wiseman, Hayley McElhinney",A troubled widow (Essie Davis) discovers that her son is telling the truth about a monster that entered their home...,7482387.0,Horror,68.0,86.0,94.0,217050.0,680.0
Jaws,1975,98,105.781,Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary","When a young woman is killed by a shark while skinny-dipping near the New England tourist town of Amity Island,...",470700000.0,Thriller,81.0,87.0,124.0,583078.0,810.0
A Quiet Place,2018,96,119.152,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe","If they hear you, they hunt you. A family must live in silence to avoid mysterious creatures that hunt by...",334876670.0,Drama,75.0,82.0,90.0,506730.0,750.0
The Night of the Hunter,1955,95,102.627,Charles Laughton,"Robert Mitchum, Shelley Winters, Lillian Gish, Evelyn Varden",The Rev. Harry Powell (Robert Mitchum) is a religious fanatic and serial killer who targets women who use their sexuality...,69679794.5,Drama,80.0,99.0,92.0,88122.0,800.0
Alien,1979,98,108.727,Ridley Scott,"Tom Skerritt, Sigourney Weaver, John Hurt, Veronica Cartwright","In deep space, the crew of the commercial starship Nostromo is awakened from their cryo-sleep capsules halfway through their journey...",184694992.0,Horror,85.0,89.0,117.0,853743.0,850.0
Us,2019,93,127.653,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker","Accompanied by her husband, son and daughter, Adelaide Wilson returns to the beachfront home where she grew up as a...",256091919.0,Horror,68.0,81.0,116.0,275104.0,680.0
The Cabinet of Dr. Caligari,1919,99,115.109,Robert Wiene,"Werner Krauss, Conrad Veidt, Lil Dagover, Friedrich Feher","At a carnival in Germany, Francis (Friedrich Feher) and his friend Alan (Rudolf Lettinger) encounter the crazed Dr. Caligari (Werner...",69679794.5,Horror,80.0,70.0,67.0,62602.0,800.0
Get Out,2017,98,129.043,Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford","Now that Chris and his girlfriend, Rose, have reached the meet-the-parents milestone of dating, she invites him for a weekend...",252297405.0,Horror,77.0,85.0,104.0,561066.0,770.0
Psycho,1960,96,108.19,Alfred Hitchcock,"Anthony Perkins, Janet Leigh, Vera Miles, John Gavin","Phoenix secretary Marion Crane (Janet Leigh), on the lam after stealing $40,000 from her employer in order to run away...",37226218.0,Horror,85.0,97.0,109.0,653180.0,850.0
The Bling Ring,2013,60,67.693,Sofia Coppola,"Israel Broussard, Katie Chang, Taissa Farmiga, Claire Julien","A teenager (Israel Broussard) and his gang of fame-obsessed youths (Katie Chang, Taissa Farmiga) use the Internet to track the...",12407491.0,Drama,56.0,66.0,90.0,87382.0,560.0
Bandits,2001,64,69.371,Barry Levinson,"Bruce Willis, Billy Bob Thornton, Cate Blanchett, Troy Garity","Joe (Bruce Willis) and Terry (Billy Bob Thornton) have escaped from prison. Cutting a swath from Oregon through California, these...",71523271.0,Comedy,65.0,60.0,123.0,67988.0,650.0
Danger: Diabolik,1968,65,66.907,Mario Bava,"John Phillip Law, Marisa Mell, Michel Piccoli, Adolfo Celi",Criminals and the police try to catch a high-tech thief (John Phillip Law) out to steal a 20-ton gold ingot....,69679794.5,Comedy,65.0,70.0,105.0,6560.0,650.0
2 Guns,2013,65,71.815,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton","For the past year, DEA agent Bobby Trench (Denzel Washington) and U.S. Navy intelligence officer Marcus Stigman (Mark Wahlberg) have...",132493015.0,Comedy,67.0,55.0,109.0,209257.0,670.0
Mission: Impossible,1996,66,68.325,Brian De Palma,"Tom Cruise, Jon Voight, Henry Czerny, Ving Rhames","When U.S. government operative Ethan Hunt (Tom Cruise) and his mentor, Jim Phelps (Jon Voight), go on a covert assignment...",457697994.0,Drama,79.0,70.0,50.0,9533.0,790.0
The Burnt Orange Heresy,2019,66,74.024,Giuseppe Capotondi,"Claes Bang, Elizabeth Debicki, Mick Jagger, Donald Sutherland","Charismatic art critic James Figueras and his American lover travel to the lavish Lake Como estate of powerful art collector,...",702376.0,Thriller,61.0,57.0,99.0,4805.0,610.0
Heist,2001,66,70.867,David Mamet,"Gene Hackman, Danny DeVito, Delroy Lindo, Sam Rockwell",Joe Moore (Gene Hackman) has a job he loves. He's a thief. His job goes sour when he gets caught...,28906817.0,Drama,65.0,66.0,109.0,36425.0,650.0
Wrath of Man,2021,66,79.724,Guy Ritchie,"Jason Statham, Holt McCallany, Jeffrey Donovan, Josh Hartnett","Mysterious and wild-eyed, a new security guard for a cash truck surprises his co-workers when he unleashes precision skills during...",103966489.0,Thriller,71.0,57.0,119.0,161310.0,710.0
The Fate of the Furious,2017,67,90.214,F. Gary Gray,"Vin Diesel, Dwayne Johnson, Charlize Theron, Jason Statham","With Dom and Letty married, Brian and Mia retired and the rest of the crew exonerated, the globe-trotting team has...",1236703796.0,Thriller,66.0,56.0,136.0,226908.0,660.0
Tower Heist,2011,68,75.099,Brett Ratner,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda","For more than 10 years, Josh Kovaks (Ben Stiller) has managed one of New York City's most luxurious and well-secured...",150422946.0,Comedy,62.0,59.0,104.0,141704.0,620.0
Public Enemies,2009,68,79.346,Michael Mann,"Johnny Depp, Christian Bale, Marion Cotillard, Billy Crudup","Depression-era bank robber John Dillinger's (Johnny Depp) charm and audacity endear him to much of America's downtrodden public, but he's...",212282709.0,Drama,70.0,70.0,140.0,297680.0,700.0
Ocean's Thirteen,2007,70,77.947,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia",Danny Ocean (George Clooney) and his gang hatch an ambitious plot for revenge after ruthless casino owner Willy Bank (Al...,311744465.0,Thriller,69.0,62.0,122.0,340925.0,690.0
Set It Off,1996,69,68.373,F. Gary Gray,"Jada Pinkett, Queen Latifah, Vivica A. Fox, Blair Underwood","After being fired from her job as a bank teller, Frankie (Vivica A. Fox) begins working at a janitorial service...",36049108.0,Thriller,68.0,70.0,123.0,16172.0,680.0
The Thomas Crown Affair,1999,70,73.118,John McTiernan,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara",Bored billionaire Thomas Crown (Pierce Brosnan) decides to entertain himself by stealing a Monet from a reputed museum. When Catherine...,124304264.0,Drama,69.0,66.0,102.0,24812.0,690.0
Triple Frontier,2019,70,78.126,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund",Former Special Forces operatives reunite to plan a heist in a sparsely populated multi-border zone of South America. For the...,69679794.5,Thriller,64.0,61.0,125.0,124566.0,640.0
Mission: Impossible III,2006,71,79.851,J.J. Abrams,"Tom Cruise, Philip Seymour Hoffman, Ving Rhames, Billy Crudup","Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt (Tom Cruise) faces the toughest...",399387745.0,Thriller,69.0,66.0,126.0,349461.0,690.0
The Driver,1978,73,73.572,Walter Hill,"Ryan O'Neal, Bruce Dern, Isabelle Adjani, Ronee Blakley","An enigmatic man of fast cars and few words, the Driver (Ryan O'Neal) excels at maneuvering getaway vehicles through the...",69679794.5,Sci-Fi,36.0,70.0,97.0,879.0,360.0
The Score,2001,73,77.867,Frank Oz,"Robert De Niro, Edward Norton, Angela Bassett, Marlon Brando",Career thief Nick Wells (Robert De Niro) is about to mastermind a nearly impossible theft that will require his joining...,113542091.0,Drama,68.0,71.0,124.0,127095.0,680.0
The Italian Job,2003,73,78.65,F. Gary Gray,"Mark Wahlberg, Charlize Theron, Edward Norton, Seth Green","After a heist in Venice, Steve (Edward Norton) turns on his partners in crime, killing safecracker John Bridger (Donald Sutherland)...",176262839.0,Comedy,72.0,70.0,99.0,45778.0,720.0
The Great Train Robbery,1978,74,74.272,Michael Crichton,"Sean Connery, Donald Sutherland, Lesley-Anne Down, Alan Webb",Edward Pierce (Sean Connery) is a master thief of the Victorian Era who's never found a heist he couldn't pull...,69679794.5,Thriller,69.0,68.0,110.0,17764.0,690.0
Snatch,2000,74,78.09,Guy Ritchie,"Benicio Del Toro, Dennis Farina, Brad Pitt, Vinnie Jones",Illegal boxing promoter Turkish (Jason Statham) convinces gangster Brick Top (Alan Ford) to offer bets on bare-knuckle boxer Mickey (Brad...,83593107.0,Comedy,83.0,55.0,102.0,836691.0,830.0
"Lock, Stock and Two Smoking Barrels",1998,74,77.012,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham",Eddy (Nick Moran) convinces three friends to pool funds for a high-stakes poker game against local crime boss Hatchet Harry...,28356188.0,Comedy,82.0,66.0,107.0,571080.0,820.0
Dragged Across Concrete,2018,76,83.792,S. Craig Zahler,"Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White",Police partners descend into the criminal underworld after they are suspended for assaulting a suspect on video....,830581.0,Drama,69.0,60.0,159.0,45050.0,690.0
Kelly's Heroes,1970,78,79.642,Brian G. Hutton,"Clint Eastwood, Telly Savalas, Don Rickles, Donald Sutherland","In the midst of World War II, an array of colorful American soldiers gets inside information from a drunk German...",5200000.0,Comedy,76.0,50.0,144.0,49026.0,760.0
Sneakers,1992,79,83.165,Phil Alden Robinson,"Robert Redford, Dan Aykroyd, Ben Kingsley, Mary McDonnell",Computer hacker Martin (Robert Redford) heads a group of specialists who test the security of various San Francisco companies. Martin...,51433000.0,Comedy,71.0,65.0,126.0,58386.0,710.0
The Bank Job,2008,80,85.017,Roger Donaldson,"Jason Statham, Saffron Burrows, Richard Lintern, Stephen Campbell Moore",Self-reformed petty criminal Terry Leather (Jason Statham) has become a financially struggling car dealer and settled into a pedestrian London...,66143005.0,Drama,72.0,69.0,111.0,180299.0,720.0
Ocean's Eleven,2001,83,89.342,Steven Soderbergh,"George Clooney, Matt Damon, Andy Garcia, Brad Pitt",Dapper Danny Ocean (George Clooney) is a man of action. Less than 24 hours into his parole from a New...,450728529.0,Comedy,65.0,57.0,127.0,23020.0,650.0
Ant-Man,2015,83,96.39,Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll","Forced out of his own company by former protégé Darren Cross, Dr. Hank Pym (Michael Douglas) recruits the talents of...",518858449.0,Sci-Fi,73.0,64.0,117.0,641778.0,730.0
Rogue One: A Star Wars Story,2016,84,114.476,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","Former scientist Galen Erso lives on a farm with his wife and young daughter, Jyn. His peaceful existence comes crashing...",1055135598.0,Sci-Fi,78.0,65.0,133.0,605963.0,780.0
Bottle Rocket,1996,85,88.747,Wes Anderson,"Owen C. Wilson, Luke Wilson, Robert Musgrave, Andrew Wilson","In Wes Anderson's first feature film, Anthony (Luke Wilson) has just been released from a mental hospital, only to find...",407488.0,Comedy,69.0,66.0,91.0,75946.0,690.0
The Getaway,1972,86,85.013,Sam Peckinpah,"Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers","When convict Doc McCoy (Steve McQueen) is refused parole, he enlists his wife, Carol (Ali MacGraw), to strike a deal...",36734619.0,Thriller,74.0,55.0,123.0,31925.0,740.0
Inside Man,2006,86,95.163,Spike Lee,"Denzel Washington, Clive Owen, Jodie Foster, Willem Dafoe","A tough detective (Denzel Washington) matches wits with a cunning bank robber (Clive Owen), as a tense hostage crisis is...",185798265.0,Drama,76.0,76.0,129.0,366240.0,760.0
Thunderbolt and Lightfoot,1974,87,89.513,Michael Cimino,"Clint Eastwood, Jeff Bridges, George Kennedy, Geoffrey Lewis","While stealing a car, free-spirited drifter Lightfoot (Jeff Bridges) crosses paths with legendary thief Thunderbolt (Clint Eastwood) in the midst...",25000000.0,Comedy,70.0,62.0,115.0,25072.0,700.0
Jackie Brown,1997,87,92.07,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda","When flight attendant Jackie Brown (Pam Grier) is busted smuggling money for her arms dealer boss, Ordell Robbie (Samuel L....",74727492.0,Drama,75.0,64.0,154.0,341783.0,750.0
Sexy Beast,2000,87,90.873,Jonathan Glazer,"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman",Ex-villain Gal Dove (Ray Winstone) has served his time behind bars and is blissfully retired to a Spanish villa paradise...,10158355.0,Drama,73.0,79.0,89.0,60446.0,730.0
The Lookout,2007,87,93.405,Scott Frank,"Joseph Gordon-Levitt, Jeff Daniels, Carla Gugino, Matthew Goode","Chris (Joseph Gordon-Levitt), a star athlete, has the world at his feet. Then a devastating car accident leaves him with...",5555018.0,Drama,70.0,73.0,99.0,58635.0,700.0
Bonnie and Clyde,1967,89,94.69,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman","Small-time crook Clyde Barrow (Warren Beatty) tries to steal a car and winds up with its owner's daughter, dissatisfied small-town...",50700000.0,Drama,77.0,86.0,111.0,111328.0,770.0
The Usual Suspects,1995,88,93.013,Bryan Singer,"Stephen Baldwin, Gabriel Byrne, Chazz Palminteri, Kevin Pollak","""The greatest trick the devil ever pulled was convincing the world he didn't exist,"" says con man Kint (Kevin Spacey),...",34449356.0,Drama,85.0,77.0,106.0,1060581.0,850.0
American Animals,2018,88,99.909,Bart Layton,"Barry Keoghan, Evan Peters, Jared Abrahamson, Blake Jenner","Spencer Reinhard, Warren Lipka, Eric Borsuk and Chas Allen are four friends who live an ordinary existence in Kentucky. After...",4535409.0,Drama,70.0,68.0,116.0,44004.0,700.0
The Pink Panther,1963,89,90.514,Blake Edwards,"Peter Sellers, David Niven, Robert Wagner, Capucine","In this first film of the beloved comic series, dashing European thief Sir Charles Lytton (David Niven) plans to steal...",158926474.0,Comedy,71.0,55.0,115.0,51889.0,710.0
Butch Cassidy and the Sundance Kid,1969,89,94.423,George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin","The true story of fast-draws and wild rides, battles with posses, train and bank robberies, a torrid love affair and...",102310711.0,Drama,80.0,66.0,110.0,213230.0,800.0
Topkapi,1964,90,91.109,Jules Dassin,"Melina Mercouri, Peter Ustinov, Maximilian Schell, Robert Morley",Beautiful thief Elizabeth Lipp (Melina Mercouri) and criminal genius Walter Harper (Maximilian Schell) put together a plan to steal an...,7000000.0,Adventure,70.0,70.0,120.0,9672.0,700.0
The Wild Bunch,1969,90,97.66,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien","In this gritty Western classic, aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by...",509424.0,Adventure,79.0,97.0,135.0,83680.0,790.0
